年度,縣市別,行業別,統計項目,單位,中小企業(家),大企業(家)
2014,新竹縣,用水供應及污染整治業,家數,家,137,9
2014,苗栗縣,用水供應及污染整治業,家數,家,213, 
2014,彰化縣,用水供應及污染整治業,家數,家,399,16
2014,南投縣,用水供應及污染整治業,家數,家,129, 
2014,雲林縣,用水供應及污染整治業,家數,家,258,7
2014,嘉義市,用水供應及污染整治業,家數,家,70, 
2014,嘉義縣,用水供應及污染整治業,家數,家,181,6
2014,屏東縣,用水供應及污染整治業,家數,家,328,12
2014,澎湖縣,用水供應及污染整治業,家數,家,17,0
2014,花蓮縣,用水供應及污染整治業,家數,家,109, 
2014,臺東縣,用水供應及污染整治業,家數,家,74, 
2014,金門縣,用水供應及污染整治業,家數,家,28,0
2014,連江縣,用水供應及污染整治業,家數,家,7,0
2014,總計,營造業,家數,家,112164,1236
2014,臺北市,營造業,家數,家,10772,462
2014,新北市,營造業,家數,家,21860,198
2014,桃園縣,營造業,家數,家,10308,77
2014,臺中市,營造業,家數,家,14287,149
2014,臺南市,營造業,家數,家,6872,52
2014,高雄市,營造業,家數,家,13897,134
2014,基隆市,營造業,家數,家,2002, 
2014,宜蘭縣,營造業,家數,家,3017,22
2014,新竹市,營造業,家數,家,2252,25
2014,新竹縣,營造業,家數,家,3014,24
2014,苗栗縣,營造業,家數,家,2885,15
2014,彰化縣,營造業,家數,家,4603,12
2014,南投縣,營造業,家數,家,2341, 
2014,雲林縣,營造業,家數,家,3269,17
2014,嘉義市,營造業,家數,家,1099,7
2014,嘉義縣,營造業,家數,家,2158, 
2014,屏東縣,營造業,家數,家,3306,11
2014,澎湖縣,營造業,家數,家,417, 
2014,花蓮縣,營造業,家數,家,2055,7
2014,臺東縣,營造業,家數,家,893,6
2014,金門縣,營造業,家數,家,749, 
2014,連江縣,營造業,家數,家,108, 
2014,總計,批發及零售業,家數,家,668428,17755
2014,臺北市,批發及零售業,家數,家,116239,5603
2014,新北市,批發及零售業,家數,家,99592,2839
2014,桃園縣,批發及零售業,家數,家,51968,1327
2014,臺中市,批發及零售業,家數,家,82493,2103
2014,臺南市,批發及零售業,家數,家,51880,1063
2014,高雄市,批發及零售業,家數,家,78320,1947
2014,基隆市,批發及零售業,家數,家,8585,76
2014,宜蘭縣,批發及零售業,家數,家,11784,158
2014,新竹市,批發及零售業,家數,家,11989,306
2014,新竹縣,批發及零售業,家數,家,11189,348
2014,苗栗縣,批發及零售業,家數,家,12247,169
2014,彰化縣,批發及零售業,家數,家,30910,609
2014,南投縣,批發及零售業,家數,家,12333,152
2014,雲林縣,批發及零售業,家數,家,15930,239
2014,嘉義市,批發及零售業,家數,家,8689,157
2014,嘉義縣,批發及零售業,家數,家,9895,154
2014,屏東縣,批發及零售業,家數,家,18905,307
2014,澎湖縣,批發及零售業,家數,家,3005,13
2014,花蓮縣,批發及零售業,家數,家,9501,112
2014,臺東縣,批發及零售業,家數,家,6210,52
2014,金門縣,批發及零售業,家數,家,16500,20
2014,連江縣,批發及零售業,家數,家,264, 
2014,總計,運輸及倉儲業,家數,家,30281,1118
2014,臺北市,運輸及倉儲業,家數,家,5203,470
2014,新北市,運輸及倉儲業,家數,家,6477,92
2014,桃園縣,運輸及倉儲業,家數,家,2052,84
2014,臺中市,運輸及倉儲業,家數,家,2984,93
2014,臺南市,運輸及倉儲業,家數,家,1195,42
2014,高雄市,運輸及倉儲業,家數,家,4842,170
2014,基隆市,運輸及倉儲業,家數,家,1210,38
2014,宜蘭縣,運輸及倉儲業,家數,家,719,16
2014,新竹市,運輸及倉儲業,家數,家,299,14
2014,新竹縣,運輸及倉儲業,家數,家,395,11
2014,苗栗縣,運輸及倉儲業,家數,家,422,10
2014,彰化縣,運輸及倉儲業,家數,家,890,19
2014,南投縣,運輸及倉儲業,家數,家,464, 
2014,雲林縣,運輸及倉儲業,家數,家,527,12
2014,嘉義市,運輸及倉儲業,家數,家,323,8
2014,嘉義縣,運輸及倉儲業,家數,家,664, 
2014,屏東縣,運輸及倉儲業,家數,家,555, 
2014,澎湖縣,運輸及倉儲業,家數,家,288, 
2014,花蓮縣,運輸及倉儲業,家數,家,362,9
2014,臺東縣,運輸及倉儲業,家數,家,141, 
2014,金門縣,運輸及倉儲業,家數,家,184,8
2014,連江縣,運輸及倉儲業,家數,家,85, 
2014,總計,住宿及餐飲業,家數,家,134326,483
2014,臺北市,住宿及餐飲業,家數,家,20186,213
2014,新北市,住宿及餐飲業,家數,家,15133,37
2014,桃園縣,住宿及餐飲業,家數,家,9526,30
2014,臺中市,住宿及餐飲業,家數,家,15666,59
2014,臺南市,住宿及餐飲業,家數,家,13594,15
2014,高雄市,住宿及餐飲業,家數,家,17254,38
2014,基隆市,住宿及餐飲業,家數,家,2615, 
2014,宜蘭縣,住宿及餐飲業,家數,家,3220,13
2014,新竹市,住宿及餐飲業,家數,家,2947,11
2014,新竹縣,住宿及餐飲業,家數,家,2628, 
2014,苗栗縣,住宿及餐飲業,家數,家,2875, 
2014,彰化縣,住宿及餐飲業,家數,家,5228, 
2014,南投縣,住宿及餐飲業,家數,家,3103,15
2014,雲林縣,住宿及餐飲業,家數,家,2516, 
2014,嘉義市,住宿及餐飲業,家數,家,2385, 
2014,嘉義縣,住宿及餐飲業,家數,家,1984, 
2014,屏東縣,住宿及餐飲業,家數,家,5749,9
2014,澎湖縣,住宿及餐飲業,家數,家,987, 
2014,花蓮縣,住宿及餐飲業,家數,家,3440,13
2014,臺東縣,住宿及餐飲業,家數,家,2438,6
2014,金門縣,住宿及餐飲業,家數,家,627, 
2014,連江縣,住宿及餐飲業,家數,家,225,0
2014,總計,資訊及通訊傳播業,家數,家,18141,741
2014,臺北市,資訊及通訊傳播業,家數,家,7912,454
2014,新北市,資訊及通訊傳播業,家數,家,3055,112
2014,桃園縣,資訊及通訊傳播業,家數,家,976,24
2014,臺中市,資訊及通訊傳播業,家數,家,1938,38
2014,臺南市,資訊及通訊傳播業,家數,家,762,12
2014,高雄市,資訊及通訊傳播業,家數,家,1310,27
2014,基隆市,資訊及通訊傳播業,家數,家,143, 
2014,宜蘭縣,資訊及通訊傳播業,家數,家,156, 
2014,新竹市,資訊及通訊傳播業,家數,家,341,22
2014,新竹縣,資訊及通訊傳播業,家數,家,249,15
2014,苗栗縣,資訊及通訊傳播業,家數,家,162, 
2014,彰化縣,資訊及通訊傳播業,家數,家,278, 
2014,南投縣,資訊及通訊傳播業,家數,家,144, 
2014,雲林縣,資訊及通訊傳播業,家數,家,127, 
2014,嘉義市,資訊及通訊傳播業,家數,家,119, 
2014,嘉義縣,資訊及通訊傳播業,家數,家,44, 
2014,屏東縣,資訊及通訊傳播業,家數,家,169, 
2014,澎湖縣,資訊及通訊傳播業,家數,家,43, 
2014,花蓮縣,資訊及通訊傳播業,家數,家,106, 
2014,臺東縣,資訊及通訊傳播業,家數,家,59, 
2014,金門縣,資訊及通訊傳播業,家數,家,41, 
2014,連江縣,資訊及通訊傳播業,家數,家,7, 
2014,總計,金融及保險業,家數,家,15490,2499
2014,臺北市,金融及保險業,家數,家,6236,1080
2014,新北市,金融及保險業,家數,家,1941,307
2014,桃園縣,金融及保險業,家數,家,873,160
2014,臺中市,金融及保險業,家數,家,1551,239
2014,臺南市,金融及保險業,家數,家,897,121
2014,高雄市,金融及保險業,家數,家,1501,210
2014,基隆市,金融及保險業,家數,家,138,14
2014,宜蘭縣,金融及保險業,家數,家,117,34
2014,新竹市,金融及保險業,家數,家,305,60
2014,新竹縣,金融及保險業,家數,家,204,28
2014,苗栗縣,金融及保險業,家數,家,142,28
2014,彰化縣,金融及保險業,家數,家,405,58
2014,南投縣,金融及保險業,家數,家,128,23
2014,雲林縣,金融及保險業,家數,家,185,30
2014,嘉義市,金融及保險業,家數,家,217,27
2014,嘉義縣,金融及保險業,家數,家,119,19
2014,屏東縣,金融及保險業,家數,家,244,32
2014,澎湖縣,金融及保險業,家數,家,30, 
2014,花蓮縣,金融及保險業,家數,家,130,18
2014,臺東縣,金融及保險業,家數,家,92,7
2014,金門縣,金融及保險業,家數,家,32, 
2014,連江縣,金融及保險業,家數,家,,0
2014,總計,不動產業,家數,家,32766,1552
2014,臺北市,不動產業,家數,家,7619,545
2014,新北市,不動產業,家數,家,5058,257
2014,桃園縣,不動產業,家數,家,2964,141
2014,臺中市,不動產業,家數,家,4685,252
2014,臺南市,不動產業,家數,家,2085,56
2014,高雄市,不動產業,家數,家,2997,133
2014,基隆市,不動產業,家數,家,255, 
2014,宜蘭縣,不動產業,家數,家,797,9
2014,新竹市,不動產業,家數,家,839,42
2014,新竹縣,不動產業,家數,家,832,36
2014,苗栗縣,不動產業,家數,家,608,13
2014,彰化縣,不動產業,家數,家,982,15
2014,南投縣,不動產業,家數,家,377, 
2014,雲林縣,不動產業,家數,家,443,13
2014,嘉義市,不動產業,家數,家,475,7
2014,嘉義縣,不動產業,家數,家,212, 
2014,屏東縣,不動產業,家數,家,541,6
2014,澎湖縣,不動產業,家數,家,134,0
2014,花蓮縣,不動產業,家數,家,477,11
2014,臺東縣,不動產業,家數,家,206, 
2014,金門縣,不動產業,家數,家,177,0
2014,連江縣,不動產業,家數,家,,0
2014,總計,專業、科學及技術服務業,家數,家,42932,743
2014,臺北市,專業、科學及技術服務業,家數,家,14637,463
2014,新北市,專業、科學及技術服務業,家數,家,6967,87
2014,桃園縣,專業、科學及技術服務業,家數,家,2842,37
2014,臺中市,專業、科學及技術服務業,家數,家,5630,42
2014,臺南市,專業、科學及技術服務業,家數,家,2459,9
2014,高雄市,專業、科學及技術服務業,家數,家,3817,25
2014,基隆市,專業、科學及技術服務業,家數,家,384, 
2014,宜蘭縣,專業、科學及技術服務業,家數,家,539, 
2014,新竹市,專業、科學及技術服務業,家數,家,779,31
2014,新竹縣,專業、科學及技術服務業,家數,家,676,28
2014,苗栗縣,專業、科學及技術服務業,家數,家,426, 
2014,彰化縣,專業、科學及技術服務業,家數,家,988, 
2014,南投縣,專業、科學及技術服務業,家數,家,433,0
2014,雲林縣,專業、科學及技術服務業,家數,家,447, 
2014,嘉義市,專業、科學及技術服務業,家數,家,402, 
2014,嘉義縣,專業、科學及技術服務業,家數,家,224, 
2014,屏東縣,專業、科學及技術服務業,家數,家,574, 
2014,澎湖縣,專業、科學及技術服務業,家數,家,45,0
2014,花蓮縣,專業、科學及技術服務業,家數,家,348, 
2014,臺東縣,專業、科學及技術服務業,家數,家,190,0
2014,金門縣,專業、科學及技術服務業,家數,家,108,0
2014,連江縣,專業、科學及技術服務業,家數,家,17,0
2014,總計,支援服務業,家數,家,28376,481
2014,臺北市,支援服務業,家數,家,4808,227
2014,新北市,支援服務業,家數,家,3932,53
2014,桃園縣,支援服務業,家數,家,2799,31
2014,臺中市,支援服務業,家數,家,3688,46
2014,臺南市,支援服務業,家數,家,1961,21
2014,高雄市,支援服務業,家數,家,3377,52
2014,基隆市,支援服務業,家數,家,426, 
2014,宜蘭縣,支援服務業,家數,家,554, 
2014,新竹市,支援服務業,家數,家,683,16
2014,新竹縣,支援服務業,家數,家,514,8
2014,苗栗縣,支援服務業,家數,家,583, 
2014,彰化縣,支援服務業,家數,家,912,7
2014,南投縣,支援服務業,家數,家,500, 
2014,雲林縣,支援服務業,家數,家,421, 
2014,嘉義市,支援服務業,家數,家,419, 
2014,嘉義縣,支援服務業,家數,家,443, 
2014,屏東縣,支援服務業,家數,家,804, 
2014,澎湖縣,支援服務業,家數,家,403,0
2014,花蓮縣,支援服務業,家數,家,513, 
2014,臺東縣,支援服務業,家數,家,391,0
2014,金門縣,支援服務業,家數,家,196,0
2014,連江縣,支援服務業,家數,家,49,0
2014,總計,教育服務業,家數,家,1852,14
2014,臺北市,教育服務業,家數,家,557,8
2014,新北市,教育服務業,家數,家,222,0
2014,桃園縣,教育服務業,家數,家,110, 
2014,臺中市,教育服務業,家數,家,266, 
2014,臺南市,教育服務業,家數,家,120,0
2014,高雄市,教育服務業,家數,家,241,0
2014,基隆市,教育服務業,家數,家,13,0
2014,宜蘭縣,教育服務業,家數,家,24,0
2014,新竹市,教育服務業,家數,家,66,0
2014,新竹縣,教育服務業,家數,家,30,0
2014,苗栗縣,教育服務業,家數,家,17,0
2014,彰化縣,教育服務業,家數,家,33,0
2014,南投縣,教育服務業,家數,家,24,0
2014,雲林縣,教育服務業,家數,家,21,0
2014,嘉義市,教育服務業,家數,家,23,0
2014,嘉義縣,教育服務業,家數,家,10,0
2014,屏東縣,教育服務業,家數,家,22,0
2014,澎湖縣,教育服務業,家數,家,12,0
2014,花蓮縣,教育服務業,家數,家,21,0
2014,臺東縣,教育服務業,家數,家,12,0
2014,金門縣,教育服務業,家數,家,6,0
2014,連江縣,教育服務業,家數,家,,0
2014,總計,醫療保健及社會工作服務業,家數,家,667,16
2014,臺北市,醫療保健及社會工作服務業,家數,家,150,9
2014,新北市,醫療保健及社會工作服務業,家數,家,57, 
2014,桃園縣,醫療保健及社會工作服務業,家數,家,33, 
2014,臺中市,醫療保健及社會工作服務業,家數,家,69, 
2014,臺南市,醫療保健及社會工作服務業,家數,家,56,0
2014,高雄市,醫療保健及社會工作服務業,家數,家,109, 
2014,基隆市,醫療保健及社會工作服務業,家數,家,13,0
2014,宜蘭縣,醫療保健及社會工作服務業,家數,家,36,0
2014,新竹市,醫療保健及社會工作服務業,家數,家,15,0
2014,新竹縣,醫療保健及社會工作服務業,家數,家,9,0
2014,苗栗縣,醫療保健及社會工作服務業,家數,家,7,0
2014,彰化縣,醫療保健及社會工作服務業,家數,家,23,0
2014,南投縣,醫療保健及社會工作服務業,家數,家,15,0
2014,雲林縣,醫療保健及社會工作服務業,家數,家,9,0
2014,嘉義市,醫療保健及社會工作服務業,家數,家,9,0
2014,嘉義縣,醫療保健及社會工作服務業,家數,家,0,0
2014,屏東縣,醫療保健及社會工作服務業,家數,家,31,0
2014,澎湖縣,醫療保健及社會工作服務業,家數,家,,0
2014,花蓮縣,醫療保健及社會工作服務業,家數,家,14,0
2014,臺東縣,醫療保健及社會工作服務業,家數,家,9,0
2014,金門縣,醫療保健及社會工作服務業,家數,家,,0
2014,連江縣,醫療保健及社會工作服務業,家數,家,0,0
2014,總計,藝術、娛樂及休閒服務業,家數,家,26572,113
2014,臺北市,藝術、娛樂及休閒服務業,家數,家,4015,39
2014,新北市,藝術、娛樂及休閒服務業,家數,家,3555,19
2014,桃園縣,藝術、娛樂及休閒服務業,家數,家,2116,14
2014,臺中市,藝術、娛樂及休閒服務業,家數,家,2696, 
2014,臺南市,藝術、娛樂及休閒服務業,家數,家,2057, 
2014,高雄市,藝術、娛樂及休閒服務業,家數,家,3139,10
2014,基隆市,藝術、娛樂及休閒服務業,家數,家,442,0
2014,宜蘭縣,藝術、娛樂及休閒服務業,家數,家,578, 
2014,新竹市,藝術、娛樂及休閒服務業,家數,家,523, 
2014,新竹縣,藝術、娛樂及休閒服務業,家數,家,556, 
2014,苗栗縣,藝術、娛樂及休閒服務業,家數,家,639, 
2014,彰化縣,藝術、娛樂及休閒服務業,家數,家,1271, 
2014,南投縣,藝術、娛樂及休閒服務業,家數,家,826, 
2014,雲林縣,藝術、娛樂及休閒服務業,家數,家,733, 
2014,嘉義市,藝術、娛樂及休閒服務業,家數,家,417,0
2014,嘉義縣,藝術、娛樂及休閒服務業,家數,家,455, 
2014,屏東縣,藝術、娛樂及休閒服務業,家數,家,1226, 
2014,澎湖縣,藝術、娛樂及休閒服務業,家數,家,137,0
2014,花蓮縣,藝術、娛樂及休閒服務業,家數,家,484, 
2014,臺東縣,藝術、娛樂及休閒服務業,家數,家,515,0
2014,金門縣,藝術、娛樂及休閒服務業,家數,家,142,0
2014,連江縣,藝術、娛樂及休閒服務業,家數,家,50,0
2014,總計,其他服務業,家數,家,78817,186
2014,臺北市,其他服務業,家數,家,9385,65
2014,新北市,其他服務業,家數,家,8892,23
2014,桃園縣,其他服務業,家數,家,6070,14
2014,臺中市,其他服務業,家數,家,10069,24
2014,臺南市,其他服務業,家數,家,7947, 
2014,高雄市,其他服務業,家數,家,10907,22
2014,基隆市,其他服務業,家數,家,1453, 
2014,宜蘭縣,其他服務業,家數,家,1700, 
2014,新竹市,其他服務業,家數,家,1745, 
2014,新竹縣,其他服務業,家數,家,1677, 
2014,苗栗縣,其他服務業,家數,家,1894, 
2014,彰化縣,其他服務業,家數,家,4676, 
2014,南投縣,其他服務業,家數,家,1608, 
2014,雲林縣,其他服務業,家數,家,2028, 
2014,嘉義市,其他服務業,家數,家,1550, 
2014,嘉義縣,其他服務業,家數,家,1387, 
2014,屏東縣,其他服務業,家數,家,3173, 
2014,澎湖縣,其他服務業,家數,家,309,0
2014,花蓮縣,其他服務業,家數,家,1251,0
2014,臺東縣,其他服務業,家數,家,803, 
2014,金門縣,其他服務業,家數,家,245,0
2014,連江縣,其他服務業,家數,家,48,0
2015,總計,農林漁牧業,家數,家,11580,69
2015,臺北市,農林漁牧業,家數,家,438,17
2015,新北市,農林漁牧業,家數,家,796, 
2015,桃園縣,農林漁牧業,家數,家,650, 
2015,臺中市,農林漁牧業,家數,家,463, 
2015,臺南市,農林漁牧業,家數,家,352,6
2015,高雄市,農林漁牧業,家數,家,4017,10
